מספר מסלול,שם קובץ,סוג נקודה,קואורדינטות,lat,lon
298,2023-03-23_נווה זוהר.gpx,התחלה,"(31.195585, 35.361594)",31.1955852,35.3615943
298,2023-03-23_נווה זוהר.gpx,סיום,"(31.195365, 35.361428)",31.1953652,35.361428
299,2023-05-17_נתניה_שושנת העמקים.gpx,התחלה,"(32.329759, 34.851444)",32.3297592,34.8514435
299,2023-05-17_נתניה_שושנת העמקים.gpx,סיום,"(32.329671, 34.851156)",32.3296713,34.8511561
304,2023-07-06_יחיעם_עין יעקב.gpx,התחלה,"(33.005143, 35.215435)",33.0051434,35.215435
304,2023-07-06_יחיעם_עין יעקב.gpx,סיום,"(33.005010, 35.215469)",33.0050097,35.2154693
306,2023-07-09_ברעם_חורפיש.gpx,התחלה,"(33.009040, 35.393152)",33.0090405,35.393152
306,2023-07-09_ברעם_חורפיש.gpx,סיום,"(33.008900, 35.393499)",33.0089004,35.3934987
312,2023-07-22_געתון_עין יעקב.gpx,התחלה,"(33.006603, 35.209242)",33.0066027,35.2092419
312,2023-07-22_געתון_עין יעקב.gpx,סיום,"(33.006916, 35.209886)",33.0069157,35.2098861
316,2023-07-30_מצובה_יערה.gpx,התחלה,"(33.064523, 35.163214)",33.0645235,35.1632138
316,2023-07-30_מצובה_יערה.gpx,סיום,"(33.064859, 35.160819)",33.0648591,35.160819
318,2023-08-04_יגור.gpx,התחלה,"(32.744703, 35.073564)",32.7447033,35.0735636
318,2023-08-04_יגור.gpx,סיום,"(32.744874, 35.073802)",32.7448736,35.0738022
319,2023-08-11_יערה.gpx,התחלה,"(33.073447, 35.183869)",33.0734473,35.1838692
319,2023-08-11_יערה.gpx,סיום,"(33.073924, 35.184821)",33.0739236,35.1848211
321,2023-08-16_הילה_גורן.gpx,התחלה,"(33.036258, 35.235201)",33.0362583,35.2352014
321,2023-08-16_הילה_גורן.gpx,סיום,"(33.035423, 35.236071)",33.0354234,35.2360707
322,2023-08-18_גילון_צורית.gpx,התחלה,"(32.913439, 35.226309)",32.9134386,35.2263088
322,2023-08-18_גילון_צורית.gpx,סיום,"(32.902543, 35.246243)",32.9025428,35.2462431
323,2023-08-25_ברעם_מירון_בר יוחאי.gpx,התחלה,"(33.010091, 35.396650)",33.0100914,35.3966495
323,2023-08-25_ברעם_מירון_בר יוחאי.gpx,סיום,"(33.009098, 35.393674)",33.0090975,35.3936742
324,2023-08-29_געתון_עין יעקב.gpx,התחלה,"(33.006664, 35.209247)",33.0066638,35.2092466
324,2023-08-29_געתון_עין יעקב.gpx,סיום,"(33.007845, 35.218471)",33.0078446,35.2184711
326,2023-09-04_מצובה_יערה.gpx,התחלה,"(33.064940, 35.160695)",33.0649401,35.1606949
326,2023-09-04_מצובה_יערה.gpx,סיום,"(33.064982, 35.160818)",33.0649824,35.1608177
327,2023-09-04_מצובה_יערה_1.gpx,התחלה,"(33.065041, 35.160719)",33.0650406,35.1607186
327,2023-09-04_מצובה_יערה_1.gpx,סיום,"(33.064967, 35.160852)",33.0649669,35.1608524
329,2023-09-13_יחיעם_מעונה_עין יעקב.gpx,התחלה,"(33.005446, 35.217347)",33.0054457,35.2173468
329,2023-09-13_יחיעם_מעונה_עין יעקב.gpx,סיום,"(33.005016, 35.215458)",33.0050163,35.2154576
331,2023-09-19_חיפה.gpx,התחלה,"(32.821454, 34.995571)",32.8214543,34.9955712
331,2023-09-19_חיפה.gpx,סיום,"(32.805536, 34.989137)",32.8055361,34.9891367
332,2023-09-23_יחיעם_עין יעקב.gpx,התחלה,"(33.005031, 35.215393)",33.0050312,35.2153932
332,2023-09-23_יחיעם_עין יעקב.gpx,סיום,"(33.005066, 35.215468)",33.0050664,35.2154682
333,2023-09-25_יחיעם_געתון_עין יעקב.gpx,התחלה,"(33.004990, 35.215447)",33.0049901,35.2154468
333,2023-09-25_יחיעם_געתון_עין יעקב.gpx,סיום,"(33.005085, 35.215436)",33.0050849,35.2154356
334,2023-09-26_חיפה.gpx,התחלה,"(32.821928, 34.995953)",32.8219277,34.9959529
334,2023-09-26_חיפה.gpx,סיום,"(32.805521, 34.989173)",32.8055215,34.9891732
335,2023-10-06_אלוני הבשן.gpx,התחלה,"(28.209516, 83.959890)",28.2095165,83.95989
335,2023-10-06_אלוני הבשן.gpx,סיום,"(28.201039, 83.945178)",28.2010388,83.9451778
336,2023-10-07_אלוני הבשן.gpx,התחלה,"(28.360365, 83.741736)",28.3603654,83.7417356
336,2023-10-07_אלוני הבשן.gpx,סיום,"(28.355842, 83.736295)",28.3558416,83.7362954
337,2023-10-14_געתון_עין יעקב_יחיעם.gpx,התחלה,"(33.007264, 35.210749)",33.0072637,35.2107493
337,2023-10-14_געתון_עין יעקב_יחיעם.gpx,סיום,"(33.004409, 35.216091)",33.0044089,35.216091
338,2023-10-14_יחיעם_עין יעקב.gpx,התחלה,"(33.005035, 35.215688)",33.0050354,35.2156884
338,2023-10-14_יחיעם_עין יעקב.gpx,סיום,"(33.005031, 35.215469)",33.0050306,35.2154686
339,2023-10-21_יחיעם_נווה זיו_עין יעקב.gpx,התחלה,"(33.005018, 35.215614)",33.0050177,35.2156141
339,2023-10-21_יחיעם_נווה זיו_עין יעקב.gpx,סיום,"(33.005021, 35.215571)",33.0050215,35.2155713
340,2023-10-21_יחיעם_נווה זיו_עין יעקב_1.gpx,התחלה,"(33.005046, 35.215554)",33.0050464,35.2155544
340,2023-10-21_יחיעם_נווה זיו_עין יעקב_1.gpx,סיום,"(33.005092, 35.215418)",33.0050916,35.2154181
341,2023-11-20_געתון_נווה זיו_יחיעם.gpx,התחלה,"(33.006490, 35.212054)",33.0064901,35.2120541
341,2023-11-20_געתון_נווה זיו_יחיעם.gpx,סיום,"(33.005054, 35.215529)",33.0050541,35.2155294
342,2023-11-20_יחיעם_נווה זיו_עין יעקב.gpx,התחלה,"(33.005022, 35.215503)",33.0050223,35.2155027
342,2023-11-20_יחיעם_נווה זיו_עין יעקב.gpx,סיום,"(33.007728, 35.219014)",33.0077278,35.2190143
344,2023-12-19_יחיעם_נווה זיו_געתון.gpx,התחלה,"(33.005473, 35.215397)",33.0054725,35.2153971
344,2023-12-19_יחיעם_נווה זיו_געתון.gpx,סיום,"(33.005046, 35.215503)",33.0050455,35.2155035
349,2024-01-25_שדות ים_חדרה.gpx,התחלה,"(32.496994, 34.890315)",32.4969941,34.8903154
349,2024-01-25_שדות ים_חדרה.gpx,סיום,"(32.463417, 34.888545)",32.4634174,34.8885447
350,2024-02-06_בית זיד_מטולה.gpx,התחלה,"(32.693686, 35.107889)",32.6936864,35.1078895
350,2024-02-06_בית זיד_מטולה.gpx,סיום,"(33.818252, 35.490804)",33.8182523,35.490804
351,2024-02-06_שער העמקים_בית זיד.gpx,התחלה,"(32.715805, 35.101743)",32.7158048,35.1017434
351,2024-02-06_שער העמקים_בית זיד.gpx,סיום,"(32.709276, 35.103282)",32.7092757,35.1032823
352,2024-02-09_שער העמקים_בית זיד.gpx,התחלה,"(32.714426, 35.101993)",32.7144261,35.1019929
352,2024-02-09_שער העמקים_בית זיד.gpx,סיום,"(32.691899, 35.107807)",32.6918991,35.1078067
353,2024-02-22_חדרה_גאולי תימן.gpx,התחלה,"(32.436387, 34.898726)",32.4363867,34.8987258
353,2024-02-22_חדרה_גאולי תימן.gpx,סיום,"(32.397570, 34.890322)",32.39757,34.8903222
354,2024-02-22_חופית_חדרה.gpx,התחלה,"(32.390146, 34.877000)",32.3901463,34.8769997
354,2024-02-22_חופית_חדרה.gpx,סיום,"(32.437846, 34.891411)",32.4378457,34.8914111
355,2024-02-23_יחיעם_נווה זיו_עין יעקב.gpx,התחלה,"(33.005024, 35.215535)",33.005024,35.2155348
355,2024-02-23_יחיעם_נווה זיו_עין יעקב.gpx,סיום,"(33.005025, 35.215511)",33.0050248,35.2155114
356,2024-02-25_יחיעם_כברי_עין יעקב.gpx,התחלה,"(33.005249, 35.215532)",33.0052495,35.2155322
356,2024-02-25_יחיעם_כברי_עין יעקב.gpx,סיום,"(33.005189, 35.215440)",33.0051892,35.2154398
357,2024-02-26_יחיעם_כברי_עין יעקב.gpx,התחלה,"(33.005220, 35.215553)",33.0052198,35.2155525
357,2024-02-26_יחיעם_כברי_עין יעקב.gpx,סיום,"(33.005468, 35.216994)",33.0054682,35.2169942
360,2024-03-09_יחיעם_נווה זיו_עין יעקב.gpx,התחלה,"(33.005337, 35.215427)",33.0053371,35.2154275
360,2024-03-09_יחיעם_נווה זיו_עין יעקב.gpx,סיום,"(33.005029, 35.215405)",33.0050293,35.2154053
361,2024-03-21_אודים_יקום.gpx,התחלה,"(32.288435, 34.842570)",32.2884351,34.84257
361,2024-03-21_אודים_יקום.gpx,סיום,"(32.248810, 34.837064)",32.2488098,34.8370636
362,2024-03-23_מטולה.gpx,התחלה,"(33.818277, 35.490760)",33.8182772,35.4907598
362,2024-03-23_מטולה.gpx,סיום,"(33.816661, 35.490215)",33.8166609,35.4902155
363,2024-03-29_יחיעם_כברי_עין יעקב.gpx,התחלה,"(33.005478, 35.215338)",33.0054777,35.2153383
363,2024-03-29_יחיעם_כברי_עין יעקב.gpx,סיום,"(33.005081, 35.215461)",33.0050809,35.2154608
364,2024-03-30_מטולה.gpx,התחלה,"(33.818248, 35.490767)",33.8182476,35.4907673
364,2024-03-30_מטולה.gpx,סיום,"(33.681779, 35.443462)",33.681779,35.443462
365,2024-04-02_נווה זוהר.gpx,התחלה,"(31.193689, 35.361756)",31.1936886,35.3617562
365,2024-04-02_נווה זוהר.gpx,סיום,"(31.193627, 35.361770)",31.1936271,35.3617698
366,2024-04-03_נווה זוהר.gpx,התחלה,"(31.193697, 35.361699)",31.193697,35.3616993
366,2024-04-03_נווה זוהר.gpx,סיום,"(31.193656, 35.361751)",31.1936559,35.3617508
368,2024-04-07_מטולה.gpx,התחלה,"(33.818256, 35.490733)",33.818256,35.4907332
368,2024-04-07_מטולה.gpx,סיום,"(33.818291, 35.490811)",33.8182906,35.4908114
369,2024-04-13_מטולה.gpx,התחלה,"(33.818224, 35.490776)",33.8182242,35.490776
369,2024-04-13_מטולה.gpx,סיום,"(33.818300, 35.490749)",33.8182999,35.490749
370,2024-04-18_בני ברק_תל אביב -יפו.gpx,התחלה,"(32.105669, 34.836887)",32.1056694,34.8368873
370,2024-04-18_בני ברק_תל אביב -יפו.gpx,סיום,"(32.099250, 34.777064)",32.0992499,34.7770643
371,2024-05-11_מטולה.gpx,התחלה,"(33.818244, 35.490793)",33.8182436,35.4907932
371,2024-05-11_מטולה.gpx,סיום,"(33.818279, 35.490792)",33.8182792,35.4907916
372,2024-05-16_גבעת השלושה_עדנים.gpx,התחלה,"(32.111180, 34.915158)",32.1111798,34.915158
372,2024-05-16_גבעת השלושה_עדנים.gpx,סיום,"(32.119757, 34.902982)",32.1197575,34.9029815
373,2024-05-20_נווה זוהר.gpx,התחלה,"(31.195552, 35.361552)",31.1955519,35.3615521
373,2024-05-20_נווה זוהר.gpx,סיום,"(31.195580, 35.361591)",31.1955795,35.3615906
374,2024-05-21_נווה זוהר.gpx,התחלה,"(31.195539, 35.361544)",31.1955385,35.3615435
374,2024-05-21_נווה זוהר.gpx,סיום,"(31.195576, 35.361601)",31.1955758,35.3616013
375,2024-05-22_נווה זוהר.gpx,התחלה,"(31.195552, 35.361547)",31.1955524,35.3615466
375,2024-05-22_נווה זוהר.gpx,סיום,"(31.195565, 35.361544)",31.195565,35.3615443
376,2024-05-24_מטולה.gpx,התחלה,"(33.818255, 35.490774)",33.8182555,35.4907744
376,2024-05-24_מטולה.gpx,סיום,"(33.818274, 35.490815)",33.8182738,35.4908148
378,2024-05-28_מטולה.gpx,התחלה,"(33.818228, 35.490791)",33.8182278,35.4907905
378,2024-05-28_מטולה.gpx,סיום,"(33.685156, 35.434112)",33.6851558,35.4341121
379,2024-05-29_מטולה.gpx,התחלה,"(33.818241, 35.490810)",33.8182411,35.49081
379,2024-05-29_מטולה.gpx,סיום,"(33.818190, 35.490808)",33.8181904,35.490808
380,2024-05-31_מטולה.gpx,התחלה,"(33.818249, 35.490823)",33.8182494,35.4908235
380,2024-05-31_מטולה.gpx,סיום,"(33.818270, 35.490839)",33.8182702,35.490839
381,2024-06-04_מטולה.gpx,התחלה,"(33.818198, 35.490791)",33.8181979,35.4907912
381,2024-06-04_מטולה.gpx,סיום,"(33.818157, 35.490786)",33.8181572,35.4907862
382,2024-06-04_מטולה_1.gpx,התחלה,"(33.818157, 35.490788)",33.8181565,35.4907878
382,2024-06-04_מטולה_1.gpx,סיום,"(33.818128, 35.490345)",33.8181282,35.4903446
383,2024-06-06_מטולה.gpx,התחלה,"(33.818239, 35.490821)",33.8182387,35.4908208
383,2024-06-06_מטולה.gpx,סיום,"(33.765121, 35.476556)",33.7651214,35.4765557
384,2024-06-11_מטולה.gpx,התחלה,"(33.818273, 35.490854)",33.8182734,35.4908537
384,2024-06-11_מטולה.gpx,סיום,"(33.818281, 35.490814)",33.818281,35.4908136
385,2024-06-13_מטולה.gpx,התחלה,"(33.818218, 35.490798)",33.818218,35.4907984
385,2024-06-13_מטולה.gpx,סיום,"(33.818249, 35.490848)",33.8182488,35.4908479
386,2024-06-18_מטולה.gpx,התחלה,"(33.818256, 35.490866)",33.8182564,35.4908661
386,2024-06-18_מטולה.gpx,סיום,"(33.818253, 35.490769)",33.8182529,35.4907692
387,2024-06-26_מטולה_נווה זיו_געתון_יחיעם.gpx,התחלה,"(33.818337, 35.490739)",33.8183365,35.4907391
387,2024-06-26_מטולה_נווה זיו_געתון_יחיעם.gpx,סיום,"(33.005084, 35.215492)",33.0050838,35.215492
388,2024-06-28_מטולה.gpx,התחלה,"(33.818249, 35.490803)",33.8182493,35.4908026
388,2024-06-28_מטולה.gpx,סיום,"(33.818320, 35.490698)",33.8183204,35.4906984
389,2024-07-02_מטולה.gpx,התחלה,"(33.818252, 35.490782)",33.8182523,35.4907822
389,2024-07-02_מטולה.gpx,סיום,"(33.818332, 35.490607)",33.8183325,35.4906072
390,2024-07-05_מטולה.gpx,התחלה,"(33.818280, 35.490772)",33.8182804,35.4907724
390,2024-07-05_מטולה.gpx,סיום,"(33.818234, 35.490800)",33.818234,35.4908002
391,2024-07-06_מטולה.gpx,התחלה,"(33.818278, 35.490786)",33.8182779,35.4907859
391,2024-07-06_מטולה.gpx,סיום,"(33.818036, 35.490709)",33.8180355,35.4907088
392,2024-07-09_יחיעם_גשר הזיו_געתון.gpx,התחלה,"(33.004954, 35.215435)",33.0049543,35.2154347
392,2024-07-09_יחיעם_גשר הזיו_געתון.gpx,סיום,"(33.009109, 35.195420)",33.0091089,35.1954204
393,2024-07-20_מטולה.gpx,התחלה,"(33.818257, 35.490807)",33.8182574,35.4908066
393,2024-07-20_מטולה.gpx,סיום,"(33.818254, 35.490919)",33.8182537,35.4909194
394,2024-07-22_מטולה.gpx,התחלה,"(33.818289, 35.490800)",33.8182895,35.4908
394,2024-07-22_מטולה.gpx,סיום,"(33.818295, 35.490819)",33.8182945,35.490819
395,2024-07-24_מטולה.gpx,התחלה,"(33.818292, 35.490794)",33.8182918,35.4907943
395,2024-07-24_מטולה.gpx,סיום,"(33.818256, 35.490804)",33.8182559,35.4908036
396,2024-07-27_מטולה.gpx,התחלה,"(33.818243, 35.490802)",33.8182429,35.4908022
396,2024-07-27_מטולה.gpx,סיום,"(33.818138, 35.490817)",33.8181377,35.4908174
397,2024-07-31_כפר ראש הנקרה.gpx,התחלה,"(52.121978, 4.458303)",52.1219778,4.4583026
397,2024-07-31_כפר ראש הנקרה.gpx,סיום,"(52.122036, 4.458605)",52.1220355,4.4586054
398,2024-08-14_מטולה.gpx,התחלה,"(33.818293, 35.490865)",33.8182934,35.4908653
398,2024-08-14_מטולה.gpx,סיום,"(33.818300, 35.490849)",33.8183004,35.4908494
399,2024-09-14_כפר ראש הנקרה.gpx,התחלה,"(45.926963, 6.875203)",45.926963,6.875203
399,2024-09-14_כפר ראש הנקרה.gpx,סיום,"(45.926963, 6.875203)",45.926963,6.875203
400,2024-09-17_חיפה_כפר גלים.gpx,התחלה,"(32.831868, 34.982403)",32.8318675,34.9824027
400,2024-09-17_חיפה_כפר גלים.gpx,סיום,"(32.830780, 34.982092)",32.8307801,34.9820918
401,2024-09-19_ג'סר א-זרקא_שדות ים_קיסריה.gpx,התחלה,"(32.537490, 34.902626)",32.5374899,34.9026258
401,2024-09-19_ג'סר א-זרקא_שדות ים_קיסריה.gpx,סיום,"(32.515521, 34.907069)",32.5155212,34.907069
402,2024-09-25_בית הערבה.gpx,התחלה,"(31.717482, 35.999373)",31.7174823,35.9993727
402,2024-09-25_בית הערבה.gpx,סיום,"(31.717556, 35.999790)",31.7175558,35.9997904
403,2024-10-07_יחיעם_געתון_עין יעקב.gpx,התחלה,"(33.005016, 35.218203)",33.0050163,35.2182028
403,2024-10-07_יחיעם_געתון_עין יעקב.gpx,סיום,"(33.004698, 35.216028)",33.0046977,35.2160281
405,2024-10-19_יחיעם_עין יעקב.gpx,התחלה,"(33.004308, 35.216063)",33.0043078,35.2160629
405,2024-10-19_יחיעם_עין יעקב.gpx,סיום,"(33.005047, 35.215481)",33.0050468,35.2154809
406,2024-11-07_צובה_אורה.gpx,התחלה,"(31.783388, 35.130106)",31.7833882,35.1301063
406,2024-11-07_צובה_אורה.gpx,סיום,"(31.767119, 35.162436)",31.7671194,35.1624363
407,2024-11-12_כפר ראש הנקרה.gpx,התחלה,"(47.585140, 19.044496)",47.5851403,19.0444956
407,2024-11-12_כפר ראש הנקרה.gpx,סיום,"(47.607361, 18.991214)",47.6073608,18.9912141
409,2024-12-17_כברי_כפר ראש הנקרה_בן עמי.gpx,התחלה,"(33.018427, 35.142585)",33.0184273,35.142585
409,2024-12-17_כברי_כפר ראש הנקרה_בן עמי.gpx,סיום,"(33.018385, 35.142585)",33.0183854,35.1425853
410,2024-12-20_כברי_כפר ראש הנקרה_נהרייה.gpx,התחלה,"(33.018489, 35.142706)",33.0184887,35.1427064
410,2024-12-20_כברי_כפר ראש הנקרה_נהרייה.gpx,סיום,"(33.018466, 35.142672)",33.0184663,35.1426718
411,2024-12-25_כברי_כפר ראש הנקרה_בן עמי.gpx,התחלה,"(33.018462, 35.142713)",33.0184622,35.1427134
411,2024-12-25_כברי_כפר ראש הנקרה_בן עמי.gpx,סיום,"(33.018447, 35.142687)",33.018447,35.142687
413,2025-01-05_יחיעם_עין יעקב.gpx,התחלה,"(33.004983, 35.215416)",33.0049831,35.2154157
413,2025-01-05_יחיעם_עין יעקב.gpx,סיום,"(33.005061, 35.215498)",33.0050613,35.2154979
414,2025-01-06_נהרייה_יחיעם.gpx,התחלה,"(33.006880, 35.092706)",33.0068803,35.0927056
414,2025-01-06_נהרייה_יחיעם.gpx,סיום,"(33.005067, 35.215491)",33.0050674,35.2154905
415,2025-01-09_שניר_שאר ישוב.gpx,התחלה,"(33.248735, 35.693269)",33.2487353,35.6932688
415,2025-01-09_שניר_שאר ישוב.gpx,סיום,"(33.218749, 35.659056)",33.2187486,35.6590555
416,2025-01-18_אלוני הבשן.gpx,התחלה,"(17.989235, 102.429267)",17.9892347,102.4292666
416,2025-01-18_אלוני הבשן.gpx,סיום,"(17.982604, 102.442628)",17.9826043,102.4426284
417,2025-01-19_אלוני הבשן.gpx,התחלה,"(18.922191, 102.388360)",18.922191,102.3883603
417,2025-01-19_אלוני הבשן.gpx,סיום,"(18.909727, 102.407097)",18.9097271,102.4070968
418,2025-01-19_אלוני הבשן_1.gpx,התחלה,"(18.909367, 102.442223)",18.9093669,102.4422229
418,2025-01-19_אלוני הבשן_1.gpx,סיום,"(18.914548, 102.444959)",18.9145478,102.4449589
419,2025-01-19_אלוני הבשן_2.gpx,התחלה,"(18.928025, 102.445643)",18.9280253,102.4456429
419,2025-01-19_אלוני הבשן_2.gpx,סיום,"(18.921719, 102.445162)",18.9217189,102.4451619
420,2025-01-22_אלוני הבשן.gpx,התחלה,"(20.783028, 101.236156)",20.7830281,101.2361564
420,2025-01-22_אלוני הבשן.gpx,סיום,"(20.802629, 101.250264)",20.8026285,101.2502643
421,2025-01-23_אלוני הבשן.gpx,התחלה,"(20.861528, 101.308146)",20.8615275,101.3081459
421,2025-01-23_אלוני הבשן.gpx,סיום,"(20.839613, 101.347077)",20.8396133,101.3470772
422,2025-01-24_אלוני הבשן.gpx,התחלה,"(20.839265, 101.348760)",20.8392648,101.34876
422,2025-01-24_אלוני הבשן.gpx,סיום,"(20.879664, 101.335938)",20.8796641,101.3359377
423,2025-01-27_אלוני הבשן.gpx,התחלה,"(19.758768, 102.030402)",19.7587683,102.0304019
423,2025-01-27_אלוני הבשן.gpx,סיום,"(19.751014, 101.996744)",19.7510143,101.9967441
424,2025-02-10_נווה זוהר.gpx,התחלה,"(31.199082, 35.365512)",31.1990823,35.365512
424,2025-02-10_נווה זוהר.gpx,סיום,"(31.199220, 35.365416)",31.1992201,35.3654158
425,2025-02-11_נווה זוהר.gpx,התחלה,"(31.199077, 35.365504)",31.1990767,35.3655037
425,2025-02-11_נווה זוהר.gpx,סיום,"(31.199072, 35.365515)",31.1990717,35.3655148
426,2025-02-12_נווה זוהר.gpx,התחלה,"(31.199113, 35.365508)",31.199113,35.3655084
426,2025-02-12_נווה זוהר.gpx,סיום,"(31.199085, 35.365499)",31.1990851,35.3654991
427,2025-02-13_נווה זוהר.gpx,התחלה,"(31.199079, 35.365518)",31.1990795,35.3655175
427,2025-02-13_נווה זוהר.gpx,סיום,"(31.199176, 35.365143)",31.1991759,35.365143
428,2025-02-22_אפיק_מבוא חמה.gpx,התחלה,"(32.768648, 35.692374)",32.7686483,35.6923742
428,2025-02-22_אפיק_מבוא חמה.gpx,סיום,"(32.733852, 35.655711)",32.7338519,35.6557114
429,2025-03-02_יחיעם_כברי_עין יעקב.gpx,התחלה,"(33.005041, 35.215508)",33.0050412,35.2155079
429,2025-03-02_יחיעם_כברי_עין יעקב.gpx,סיום,"(33.005048, 35.215496)",33.0050476,35.2154955
430,2025-03-19_מטולה.gpx,התחלה,"(34.103666, -118.309219)",34.1036662,-118.3092192
430,2025-03-19_מטולה.gpx,סיום,"(34.103987, -118.309176)",34.1039867,-118.3091763
431,2025-04-25_עין הוד.gpx,התחלה,"(32.713875, 34.977562)",32.713875,34.9775622
431,2025-04-25_עין הוד.gpx,סיום,"(32.714064, 34.976565)",32.7140643,34.9765653
432,2025-04-26_בית אורן_יגור.gpx,התחלה,"(32.714433, 35.013038)",32.7144331,35.0130379
432,2025-04-26_בית אורן_יגור.gpx,סיום,"(32.733601, 35.023429)",32.7336008,35.0234294
433,2025-05-03_ברעם_מירון.gpx,התחלה,"(33.008963, 35.393637)",33.0089632,35.3936369
433,2025-05-03_ברעם_מירון.gpx,סיום,"(32.978865, 35.442382)",32.9788655,35.442382
434,2025-05-15_עין קנייא_שניר.gpx,התחלה,"(33.250994, 35.728807)",33.2509941,35.7288073
434,2025-05-15_עין קנייא_שניר.gpx,סיום,"(33.244982, 35.694792)",33.2449818,35.6947918
435,2025-05-24_בית אורן_עין הוד.gpx,התחלה,"(32.714281, 35.012971)",32.7142811,35.0129707
435,2025-05-24_בית אורן_עין הוד.gpx,סיום,"(32.713214, 34.979139)",32.7132135,34.9791392
436,2025-07-03_שאר ישוב_שדה נחמיה.gpx,התחלה,"(33.216296, 35.642447)",33.2162959,35.6424471
436,2025-07-03_שאר ישוב_שדה נחמיה.gpx,סיום,"(33.187768, 35.617947)",33.1877676,35.6179471
437,2025-07-26_הילה_גורן.gpx,התחלה,"(33.036099, 35.235098)",33.0360988,35.2350976
437,2025-07-26_הילה_גורן.gpx,סיום,"(33.047807, 35.221601)",33.0478075,35.2216008
439,2025-08-28_יחיעם_כפר ראש הנקרה.gpx,התחלה,"(33.005031, 35.215463)",33.0050308,35.215463
439,2025-08-28_יחיעם_כפר ראש הנקרה.gpx,סיום,"(33.087034, 35.106186)",33.0870341,35.1061861
440,2025-09-01_כפר ראש הנקרה.gpx,התחלה,"(52.345619, 4.584230)",52.3456191,4.5842304
440,2025-09-01_כפר ראש הנקרה.gpx,סיום,"(52.345549, 4.582207)",52.3455495,4.5822072
441,2025-09-02_כפר ראש הנקרה.gpx,התחלה,"(52.178079, 4.487742)",52.1780787,4.4877419
441,2025-09-02_כפר ראש הנקרה.gpx,סיום,"(52.156261, 4.518955)",52.156261,4.5189552
442,2025-09-08_יחיעם_כברי_געתון.gpx,התחלה,"(33.005042, 35.215471)",33.0050418,35.2154711
442,2025-09-08_יחיעם_כברי_געתון.gpx,סיום,"(33.005016, 35.215492)",33.0050158,35.2154919
443,2025-09-10_יחיעם_כברי_געתון.gpx,התחלה,"(33.005049, 35.215508)",33.0050488,35.2155077
443,2025-09-10_יחיעם_כברי_געתון.gpx,סיום,"(33.005043, 35.215485)",33.0050431,35.2154849
444,2025-09-14_יחיעם_עין יעקב.gpx,התחלה,"(33.005093, 35.215448)",33.0050928,35.2154478
444,2025-09-14_יחיעם_עין יעקב.gpx,סיום,"(33.005037, 35.215480)",33.0050365,35.2154799
446,2025-09-20_יחיעם_כברי_געתון.gpx,התחלה,"(33.005077, 35.215453)",33.0050775,35.2154529
446,2025-09-20_יחיעם_כברי_געתון.gpx,סיום,"(33.005029, 35.215485)",33.0050288,35.2154845
447,2025-09-22_יחיעם_שבי ציון_מזרעה.gpx,התחלה,"(33.005069, 35.215439)",33.0050685,35.2154387
447,2025-09-22_יחיעם_שבי ציון_מזרעה.gpx,סיום,"(32.977009, 35.094055)",32.9770088,35.0940548
448,2025-09-23_יחיעם_כפר ראש הנקרה_כברי.gpx,התחלה,"(33.005062, 35.215489)",33.0050619,35.2154886
448,2025-09-23_יחיעם_כפר ראש הנקרה_כברי.gpx,סיום,"(33.015147, 35.155449)",33.0151467,35.155449
451,2025-09-30_יפתח_גונן_רמות נפתלי.gpx,התחלה,"(33.124120, 35.569429)",33.1241203,35.5694295
451,2025-09-30_יפתח_גונן_רמות נפתלי.gpx,סיום,"(33.124074, 35.569458)",33.1240744,35.5694584
452,2025-10-01_יחיעם_שבי ציון_מזרעה.gpx,התחלה,"(33.005041, 35.215465)",33.0050415,35.2154653
452,2025-10-01_יחיעם_שבי ציון_מזרעה.gpx,סיום,"(32.976790, 35.094160)",32.9767899,35.0941599
453,2025-10-02_געתון_גשר הזיו_יחיעם.gpx,התחלה,"(33.006357, 35.204543)",33.0063565,35.2045426
453,2025-10-02_געתון_גשר הזיו_יחיעם.gpx,סיום,"(33.005086, 35.215476)",33.0050858,35.2154758
454,2025-10-07_אבירים.gpx,התחלה,"(33.044635, 35.285426)",33.0446354,35.2854255
454,2025-10-07_אבירים.gpx,סיום,"(33.044611, 35.286933)",33.0446114,35.2869326
455,2025-10-11_יחיעם_כברי_געתון.gpx,התחלה,"(33.005089, 35.215487)",33.0050889,35.2154874
455,2025-10-11_יחיעם_כברי_געתון.gpx,סיום,"(33.005030, 35.215497)",33.0050302,35.2154973
456,2025-10-16_יחיעם_כליל_געתון.gpx,התחלה,"(33.005018, 35.215493)",33.0050175,35.2154933
456,2025-10-16_יחיעם_כליל_געתון.gpx,סיום,"(33.005053, 35.215477)",33.0050526,35.2154775
457,2025-10-17_מירון_כפר שמאי.gpx,התחלה,"(32.979214, 35.442857)",32.9792139,35.4428571
457,2025-10-17_מירון_כפר שמאי.gpx,סיום,"(32.973869, 35.466475)",32.9738693,35.4664753
458,2025-10-20_נווה זוהר.gpx,התחלה,"(31.201897, 35.363853)",31.201897,35.3638529
458,2025-10-20_נווה זוהר.gpx,סיום,"(31.201944, 35.363824)",31.2019444,35.3638238
459,2025-10-25_עין הוד_גבע כרמל.gpx,התחלה,"(32.702283, 34.982675)",32.702283,34.9826751
