מקור,יעד,פעולה,הערה
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\עין הוד יער עופר שביל ישראל.gpx,C:\Users\yairr\GPX_files\כפילויות\עין הוד יער עופר שביל ישראל.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\הקלטות שביל ישראל\תכנון\עין הוד יער עופר שביל ישראל.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\תכנון ניר  חניון עיקול חניון עמוד.gpx,C:\Users\yairr\GPX_files\כפילויות\תכנון ניר  חניון עיקול חניון עמוד.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\הקלטות שביל ישראל\תכנון\תכנון ניר  חניון עיקול חניון עמוד.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\תכנון שביל הפסגה חרבת חממה נחל נריה.gpx,C:\Users\yairr\GPX_files\כפילויות\תכנון שביל הפסגה חרבת חממה נחל נריה.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\הקלטות שביל ישראל\תכנון\תכנון שביל הפסגה חרבת חממה נחל נריה.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\תכנון_בית-חנניה-קיסריה.gpx,C:\Users\yairr\GPX_files\כפילויות\תכנון_בית-חנניה-קיסריה.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\מקטעי שביל ישראל gpx\מקטע מרכזי\תכנון_בית-חנניה-קיסריה.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\2026-06-20  כברי ערמשאה שתולה גורן .gpx,C:\Users\yairr\GPX_files\2026-06-20  כברי ערמשאה שתולה גורן .gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\2026-06-24 געתון_נהריה_ראש-הנקרה_נהריה_געתון.gpx,C:\Users\yairr\GPX_files\2026-06-24 געתון_נהריה_ראש-הנקרה_נהריה_געתון.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\2026-06-30 כברי_עבדון_יערב_נוף-חניתה_לימן_נהריה_כברי.gpx,C:\Users\yairr\GPX_files\2026-06-30 כברי_עבדון_יערב_נוף-חניתה_לימן_נהריה_כברי.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\2026-07-01 סינגל_יחיעם_עליון.gpx,C:\Users\yairr\GPX_files\2026-07-01 סינגל_יחיעם_עליון.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\2026-07-03 סינגל חניתה.gpx,C:\Users\yairr\GPX_files\2026-07-03 סינגל חניתה.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\2026-07-04 געתון_חרדלית_מנות_הילה_עין_זיו_חרדלית_געתון.gpx,C:\Users\yairr\GPX_files\2026-07-04 געתון_חרדלית_מנות_הילה_עין_זיו_חרדלית_געתון.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\כברי עבדון יערה ערמאשה שומרה גורן הקטן.gpx,C:\Users\yairr\GPX_files\כברי עבדון יערה ערמאשה שומרה גורן הקטן.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\2026-06-13 כברי_גורן-הקטן_נוף-חניתה_כברי.gpx,C:\Users\yairr\GPX_files\2026-06-13 כברי_גורן-הקטן_נוף-חניתה_כברי.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\2026-06-06 געתון_רגבה_עכו.gpx,C:\Users\yairr\GPX_files\2026-06-06 געתון_רגבה_עכו.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\2026-08-11_17-25-39_fi_E9B8658A-7732-4786-B526-637949DD4349.gpx,C:\Users\yairr\GPX_files\2026-08-11_17-25-39_fi_E9B8658A-7732-4786-B526-637949DD4349.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\געתון סינגל מצובה בצת געתון 2026-08-14_062339.gpx,C:\Users\yairr\GPX_files\געתון סינגל מצובה בצת געתון 2026-08-14_062339.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\2026-08-14 062339__20260814_0623.gpx,C:\Users\yairr\GPX_files\כפילויות\2026-08-14 062339__20260814_0623.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\געתון סינגל מצובה בצת געתון 2026-08-14_062339.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\2026-08-14 06_23_39.gpx,C:\Users\yairr\GPX_files\2026-08-14 06_23_39.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\קבצי ניווט לא תקינים\2026-06-11 הר-חרמון_גבעות-קרב_הליכה.gpx,C:\Users\yairr\GPX_files\2026-06-11 הר-חרמון_גבעות-קרב_הליכה.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\הקלטות 2026\קבצי ניווט לא תקינים\2026-06-02 שבי-ציון_עכו_קרית-אתא_חזרה.gpx,C:\Users\yairr\GPX_files\2026-06-02 שבי-ציון_עכו_קרית-אתא_חזרה.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\1Tikhedunga to Ulleri.gpx,C:\Users\yairr\GPX_files\כפילויות\1Tikhedunga to Ulleri.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\New folder\1Tikhedunga to Ulleri.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2016_0909_GvaotTivonNachalKisson.gpx,C:\Users\yairr\GPX_files\2016_0909_GvaotTivonNachalKisson.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2023-10-03 212334__20231003_2123.gpx,C:\Users\yairr\GPX_files\2023-10-03 212334__20231003_2123.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2023-10-07 144042__20231007_1440.gpx,C:\Users\yairr\GPX_files\2023-10-07 144042__20231007_1440.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2023-10-14 080041__20231014_0800.gpx,C:\Users\yairr\GPX_files\2023-10-14 080041__20231014_0800.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2023-10-21 103213__20231021_1032.gpx,C:\Users\yairr\GPX_files\2023-10-21 103213__20231021_1032.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2023-11-20 114934__20231120_1149.gpx,C:\Users\yairr\GPX_files\2023-11-20 114934__20231120_1149.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2023-11-23 122024__20231123_1220.gpx,C:\Users\yairr\GPX_files\2023-11-23 122024__20231123_1220.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2023-11-29 130310__20231129_1303.gpx,C:\Users\yairr\GPX_files\2023-11-29 130310__20231129_1303.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2023-12-19 113352__20231219_1133.gpx,C:\Users\yairr\GPX_files\2023-12-19 113352__20231219_1133.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2023-12-31 140538__20231231_1405.gpx,C:\Users\yairr\GPX_files\2023-12-31 140538__20231231_1405.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2024-01-03 133218__20240103_1332.gpx,C:\Users\yairr\GPX_files\2024-01-03 133218__20240103_1332.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2024-02-05 185714__20240205_1857.gpx,C:\Users\yairr\GPX_files\2024-02-05 185714__20240205_1857.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2024-02-06 115830__20240206_1158.gpx,C:\Users\yairr\GPX_files\2024-02-06 115830__20240206_1158.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2025-04-26 חירבת רקית עוספיא.gpx,C:\Users\yairr\GPX_files\כפילויות\2025-04-26 חירבת רקית עוספיא.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\הקלטות שביל ישראל\הקלטה\חירבת רקית הר שוקף עוספיא.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\2Ulleri to Ghorepani.gpx,C:\Users\yairr\GPX_files\כפילויות\2Ulleri to Ghorepani.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\New folder\2Ulleri to Ghorepani.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\3-3Ghorepani Poon Hill Ghorepani Dureli Ben Thanti.gpx,C:\Users\yairr\GPX_files\כפילויות\3-3Ghorepani Poon Hill Ghorepani Dureli Ben Thanti.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\New folder\3-3Ghorepani Poon Hill Ghorepani Dureli Ben Thanti.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\4-2benthanti to chuile.gpx,C:\Users\yairr\GPX_files\כפילויות\4-2benthanti to chuile.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\ארכיון\חופשות 2023\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\New folder\4-2benthanti to chuile.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\444-fietsroute-universiteit-leiden-444.gpx,C:\Users\yairr\GPX_files\444-fietsroute-universiteit-leiden-444.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\5chuile to ghandruk.gpx,C:\Users\yairr\GPX_files\כפילויות\5chuile to ghandruk.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\New folder\5chuile to ghandruk.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\6Ghandruk to Jhinu Danda.gpx,C:\Users\yairr\GPX_files\כפילויות\6Ghandruk to Jhinu Danda.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\ארכיון\חופשות 2023\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\New folder\6Ghandruk to Jhinu Danda.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\7-1jhinu-danda-landruk.gpx,C:\Users\yairr\GPX_files\כפילויות\7-1jhinu-danda-landruk.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\ארכיון\חופשות 2023\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\New folder\7-1jhinu-danda-landruk.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\קלעת נמרוד שניר 2025-07-06.gpx,C:\Users\yairr\GPX_files\קלעת נמרוד שניר 2025-07-06.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\Gaaton shomrat.gpx,C:\Users\yairr\GPX_files\כפילויות\Gaaton shomrat.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\Gaaton shomrat.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\hila kziv.gpx,C:\Users\yairr\GPX_files\hila kziv.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\t56783897_szep kilatas- kevely-koerמסלול 20 קמ .gpx,C:\Users\yairr\GPX_files\כפילויות\t56783897_szep kilatas- kevely-koerמסלול 20 קמ .gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\בודפסט 11-2024\מסלולים רגילים\טיול 20 קמ.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\Tikhedunga to ladruk.gpx,C:\Users\yairr\GPX_files\כפילויות\Tikhedunga to ladruk.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\ארכיון\חופשות 2023\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\Tikhedunga to ladruk.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\אמפי גולן - מבוא חמה.gpx,C:\Users\yairr\GPX_files\אמפי גולן - מבוא חמה.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\געתון גבעת העץ יחיעם געתון.gpx,C:\Users\yairr\GPX_files\כפילויות\געתון גבעת העץ יחיעם געתון.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי טיול\געתון גבעת העץ יחיעם געתון.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\הילה פארק גורן.gpx,C:\Users\yairr\GPX_files\הילה פארק גורן.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\חזור_נמרוד_בניאס.gpx,C:\Users\yairr\GPX_files\חזור_נמרוד_בניאס.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\חממה פיתול מניר.gpx,C:\Users\yairr\GPX_files\כפילויות\חממה פיתול מניר.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\הקלטות שביל ישראל\תכנון\חממה פיתול מניר.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\עתידים - פרק אפק מקורות הירקון.gpx,C:\Users\yairr\GPX_files\כפילויות\עתידים - פרק אפק מקורות הירקון.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\הקלטות שביל ישראל\הקלטה\עתידים - פרק אפק מקורות הירקון.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\רכבל הכסאות ירידה רגלית.gpx,C:\Users\yairr\GPX_files\כפילויות\רכבל הכסאות ירידה רגלית.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\בודפסט 11-2024\מסלולים רגילים\רכבל הכסאות ירידה רגלית.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\שביל הגולן.gpx,C:\Users\yairr\GPX_files\שביל הגולן.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\שביל ישראל צבעון_ח_חממה_מורן_חורפיש.gpx,C:\Users\yairr\GPX_files\כפילויות\שביל ישראל צבעון_ח_חממה_מורן_חורפיש.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\הקלטות שביל ישראל\הקלטה\שביל ישראל צבעון_ח_חממה_מורן_חורפיש.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\שביל_ישראל - מקטע 24 - צובה סטף עין כרם.gpx,C:\Users\yairr\GPX_files\כפילויות\שביל_ישראל - מקטע 24 - צובה סטף עין כרם_1.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\שביל_ישראל - מקטע 24 - צובה סטף עין כרם.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\תכ_חורבת רקית חניון נחל אורן תחתון.gpx,C:\Users\yairr\GPX_files\כפילויות\תכ_חורבת רקית חניון נחל אורן תחתון.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\הקלטות שביל ישראל\תכנון\תכ_חורבת רקית חניון נחל אורן תחתון.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולים ORUXMAPS 20250929\תכנון ניר  חניון עיקול חניון עמוד.gpx,C:\Users\yairr\GPX_files\כפילויות\תכנון ניר  חניון עיקול חניון עמוד_1.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\הקלטות שביל ישראל\תכנון\תכנון ניר  חניון עיקול חניון עמוד.gpx
