שם ישן,שם חדש,השתנה?,הערה
2026-05-13_יחיעם_כברי_עבדון.gpx,2026-05-13_געתון_כברי_עבדון.gpx,True,
2026-05-14_אלי-עד_מיצר.gpx,2026-05-14_אלי-עד_מיצר.gpx,False,
2026-05-16_הילה.gpx,2026-05-16_מצפה הילה.gpx,True,
2026-05-19_כברי_גשר הזיו_שבי ציון_שייח' דנון.gpx,2026-05-19_כברי_גשר הזיו_שבי ציון_שייח' דנון.gpx,False,
2026-05-22_טל-אל_צורית_יסעור.gpx,2026-05-22_טל-אל_צורית_יסעור.gpx,False,
2026-05-23_יחיעם_נווה זיו_כברי_מעונה_געתון.gpx,2026-05-23_געתון_נווה זיו_כברי_מעונה_געתון.gpx,True,
2026-05-27_געתון_עין יעקב.gpx,2026-05-27_געתון_עין יעקב.gpx,False,
2026-05-27_יחיעם_געתון.gpx,2026-05-27_געתון_געתון.gpx,True,
2026-05-30_יחיעם_מעיליא_געתון.gpx,2026-05-30_געתון_מעיליא_געתון.gpx,True,
2026-05-30_מעונה_געתון_יחיעם.gpx,2026-05-30_מעונה_געתון_יחיעם.gpx,False,
2026-05-31_יחיעם_לפידות_געתון.gpx,2026-05-31_געתון_לפידות_געתון.gpx,True,
2026-06-01_יחיעם_מעונה_געתון.gpx,2026-06-01_געתון_מעונה_געתון.gpx,True,
2026-06-02_שבי ציון_כפר מסריק_יפיע.gpx,2026-06-02_שבי ציון_כפר מסריק_יפיע.gpx,False,
2026-06-02_שבי ציון_כפר מסריק_רמת יוחנן_כפר מסריק_בוסתן הגליל.gpx,2026-06-02_שבי ציון_כפר מסריק_רמת יוחנן_כפר מסריק_בוסתן הגליל.gpx,False,
2026-06-06_עכו_יחיעם.gpx,2026-06-06_עכו_יחיעם.gpx,False,
2026-06-06_עכו_יחיעם_1.gpx,2026-06-06_עכו_יחיעם_1.gpx,False,
2026-06-09_כברי_עבדון_גורנות הגליל_אילון_מצובה.gpx,2026-06-09_כברי_עבדון_גורנות הגליל_אילון_מצובה.gpx,False,
2026-06-11_מג'דל שמס.gpx,2026-06-11_מג'דל שמס.gpx,False,
2026-06-11_מג'דל שמס_מסעדה.gpx,2026-06-11_מג'דל שמס_מסעדה.gpx,False,
2026-06-13_כברי_גורן_מצובה.gpx,2026-06-13_כברי_גורן_מצובה.gpx,False,
2026-06-13_כברי_הילה_חניתה.gpx,2026-06-13_כברי_הילה_חניתה.gpx,False,
2026-06-20_כברי_אדמית_שתולה_גורן_מצובה.gpx,2026-06-20_כברי_אדמית_שתולה_גורן_מצובה.gpx,False,
2026-06-20_כברי_אדמית_שתולה_גורנות הגליל_מצובה.gpx,2026-06-20_כברי_אדמית_שתולה_גורנות הגליל_מצובה.gpx,False,
2026-06-24_יחיעם_סער_כפר ראש הנקרה_בן עמי_געתון.gpx,2026-06-24_געתון_סער_כפר ראש הנקרה_בן עמי_געתון.gpx,True,
2026-06-24_כפר ראש הנקרה_יחיעם.gpx,2026-06-24_כפר ראש הנקרה_יחיעם.gpx,False,
2026-06-30_כברי_חניתה_בן עמי.gpx,2026-06-30_כברי_חניתה_בן עמי.gpx,False,
2026-07-01_יחיעם_כליל_עין יעקב.gpx,2026-07-01_געתון_כליל_עין יעקב.gpx,True,
2026-07-03_שלומי.gpx,2026-07-03_שלומי.gpx,False,
2026-07-03_שלומי_יערה_חניתה.gpx,2026-07-03_שלומי_יערה_חניתה.gpx,False,
2026-07-04_יחיעם_הילה_כברי_געתון.gpx,2026-07-04_געתון_הילה_כברי_געתון.gpx,True,
2026-07-04_יחיעם_הילה_כברי_נווה זיו_געתון.gpx,2026-07-04_געתון_הילה_כברי_נווה זיו_געתון.gpx,True,
2026-07-07_יחיעם_עבדון_כפר ראש הנקרה_בן עמי_געתון.gpx,2026-07-07_געתון_עבדון_כפר ראש הנקרה_בן עמי_געתון.gpx,True,
2026-07-07_כברי_שבי ציון_שייח' דנון.gpx,2026-07-07_כברי_שבי ציון_שייח' דנון.gpx,False,
2026-07-10_כפר ראש הנקרה_יערה_מצובה.gpx,2026-07-10_מצובה_יערה_מצובה.gpx,True,
2026-07-10_לימן_כפר ראש הנקרה.gpx,2026-07-10_לימן_כפר ראש הנקרה.gpx,False,
2026-07-14_יחיעם_שבי ציון.gpx,2026-07-14_געתון_שבי ציון.gpx,True,
2026-07-14_נהרייה_יחיעם.gpx,2026-07-14_נהרייה_יחיעם.gpx,False,
2026-07-18_יחיעם_גשר הזיו_שבי ציון_שייח' דנון_געתון.gpx,2026-07-18_געתון_גשר הזיו_שבי ציון_שייח' דנון_געתון.gpx,True,
2026-07-19_יחיעם_מצובה_חניתה_מנות_געתון.gpx,2026-07-19_געתון_מצובה_חניתה_מנות_געתון.gpx,True,
2026-07-21_כברי_כפר ראש הנקרה_שייח' דנון.gpx,2026-07-21_כברי_כפר ראש הנקרה_שייח' דנון.gpx,False,
2026-07-24_יחיעם_כברי_נווה זיו.gpx,2026-07-24_געתון_כברי_נווה זיו.gpx,True,
2026-07-28_שבי ציון_עין המפרץ_אפק_עין המפרץ_בוסתן הגליל.gpx,2026-07-28_שבי ציון_עין המפרץ_אפק_עין המפרץ_בוסתן הגליל.gpx,False,
2026-07-30_יחיעם_מעונה_געתון.gpx,2026-07-30_געתון_מעונה_געתון.gpx,True,
2026-07-30_יחיעם_עין יעקב.gpx,2026-07-30_געתון_עין יעקב.gpx,True,
2026-07-31_כפר חנניה.gpx,2026-07-31_כפר חנניה.gpx,False,
2026-08-01_הילה_עבדון_מעיליא.gpx,2026-08-01_מצפה הילה_עבדון_מעיליא.gpx,True,
2026-08-08_יחיעם_בן עמי_כפר ראש הנקרה_מנות_געתון.gpx,2026-08-08_געתון_בן עמי_כפר ראש הנקרה_מנות_געתון.gpx,True,
2026-08-09_יחיעם_כליל.gpx,2026-08-09_געתון_כליל.gpx,True,
2026-08-11_כברי_גורנות הגליל_מצובה.gpx,2026-08-11_כברי_גורנות הגליל_מצובה.gpx,False,
2026-08-13_יחיעם_כליל_עין יעקב.gpx,2026-08-13_געתון_כליל_עין יעקב.gpx,True,
2026-08-14_בצת_כברי.gpx,2026-08-14_בצת_כברי.gpx,False,
2026-08-15_יחיעם_מעונה_עין יעקב.gpx,2026-08-15_געתון_מעונה_עין יעקב.gpx,True,
2026-08-19_יחיעם_כברי_געתון.gpx,2026-08-19_געתון_כברי_געתון.gpx,True,
