שם נוכחי,שם מוצע,השתנה?,"אורך (ק""מ)",מעגלי?
maagar_bental_ein_zivan_loop_refined.gpx,0000-00-00_מרום גולן_אל -רום.gpx,True,7.0,True
maanitkkl1-2025-01-17_063500.gpx,2025-01-17_עין שמר_ערערה_גן השומרון.gpx,True,27.0,False
neve-zohar-neot-hakikar-single.gpx,0000-00-00_נווה זוהר_נאות הכיכר.gpx,True,27.0,False
offroad-סינגל חניתה.gpx,0000-00-00_שלומי_חניתה_מצובה.gpx,True,13.6,True
Singel Kabri.gpx,0000-00-00_כברי_נווה זיו.gpx,True,15.5,True
Tikhedunga to ladruk.gpx,0000-00-00_אלוני הבשן.gpx,True,42.2,True
tlv.gpx,0000-00-00_תל אביב -יפו_בת ים.gpx,True,38.8,True
Vienna_to_Budapest.gpx,0000-00-00_כפר ראש הנקרה.gpx,True,302.7,True
yarkon4a.gpx,0000-00-00_תל אביב -יפו_אזור_גבעת כח_עדנים_בני ברק.gpx,True,75.2,True
אילת השחר -ריחניה-דישון-אילת השחר.gpx,0000-00-00_איילת השחר_יראון_שדה אליעזר.gpx,True,31.0,True
אליעד לנטור.gpx,0000-00-00_אלי-עד_חספין_נטור.gpx,True,13.5,False
אמפי גולן - מבוא חמה.gpx,0000-00-00_אפיק_מבוא חמה.gpx,True,8.4,False
באר אורה אילת.gpx,0000-00-00_אילת_אליפז.gpx,True,39.4,False
בארי משפחות כחול.GPX,0000-00-00_בארי.GPX,True,9.5,True
בארי משפחות כתום.GPX,0000-00-00_בארי.GPX,True,9.1,True
בארי שוקדה בשור.gpx,0000-00-00_בארי_רעים.gpx,True,23.5,True
בארי שוקדה עם קיצורים.gpx,0000-00-00_בארי_רעים_עין השלושה_רעים.gpx,True,64.1,False
בארי שוקדה.gpx,0000-00-00_בארי_רעים_עין השלושה_רעים.gpx,True,49.8,True
בולבוסים-יהל קטורה.gpx,0000-00-00_יהל_קטורה.gpx,True,35.5,False
בין שדה בוקר לעובדת רז גורן.gpx,0000-00-00_שדה בוקר.gpx,True,35.0,True
בית גוברין תל ארד.GPX,0000-00-00_בית גוברין_להב_כסיפה.GPX,True,82.7,False
בית חנניה לנחל תנינים.gpx,0000-00-00_מאיר שפיה_ג'סר א-זרקא.gpx,True,15.0,False
געתון -עין מירב- עין אשחר - נחל געתון- עין יעקב 180-8.gpx,0000-00-00_געתון_עין יעקב.gpx,True,7.8,False
געתון גבעת העץ יחיעם געתון.gpx,0000-00-00_יחיעם_עין יעקב.gpx,True,7.5,True
געתון גבעת העץ1.gpx,0000-00-00_עין יעקב_יחיעם.gpx,True,6.8,True
געתון הר בטח געתון 2.gpx,0000-00-00_עין יעקב_מעונה.gpx,True,10.5,True
געתון הר בטח געתון.gpx,0000-00-00_עין יעקב_מעונה_יחיעם.gpx,True,10.2,True
געתון כזיב אכזיב.gpx,0000-00-00_עין יעקב_גשר הזיו.gpx,True,27.2,False
געתון רגלי עין מירב עין שחר.gpx,0000-00-00_געתון.gpx,True,2.4,True
גשר עירון.GPX,0000-00-00_גשר_בלפוריה_ברקאי.GPX,True,79.3,False
דן-גשר.GPX,0000-00-00_דן_אלמגור_גשר.GPX,True,95.4,False
דרגון וקטורה יוטבתה.gpx,0000-00-00_יטבתה_קטורה_נווה חריף_קטורה_גרופית.gpx,True,48.5,True
הילה כרמיאל הילה.gpx,0000-00-00_הילה_כברי_יסעור_לבון_מעיליא.gpx,True,64.4,True
הילה מונפורט.gpx,0000-00-00_הילה_גורן.gpx,True,2.9,True
הילה עבדון נחל כזיב ביצוע.gpx,0000-00-00_הילה_עבדון.gpx,True,9.1,False
הילה פארק גורן.gpx,0000-00-00_הילה_גורן.gpx,True,5.9,False
הילה- עין טמיר- עין חרדלית- כזיב רגלי.gpx,0000-00-00_הילה_עבדון.gpx,True,9.8,False
הקלטה צבעון חורפיש 2025-04-12 04_24_44.gpx,2025-04-12_צבעון_חורפיש.gpx,True,7.9,False
הר אדיר נחל פער.gpx,0000-00-00_ברעם_מתת.gpx,True,7.0,True
הר חזקיהו -אילת.gpx,0000-00-00_אילות_אילת.gpx,True,22.0,False
חזור_נמרוד_בניאס.gpx,0000-00-00_עין קנייא_שניר.gpx,True,4.0,False
חירבת רקית הר שוקף עוספיא.gpx,0000-00-00_בית אורן_יגור.gpx,True,9.4,True
חממה פיתול מניר.gpx,0000-00-00_ברעם_מירון.gpx,True,11.0,False
חרבת חממה - חניון הפיתול ניר.gpx,0000-00-00_ברעם_מירון.gpx,True,10.0,False
טיול 20 קמ.gpx,0000-00-00_כפר ראש הנקרה.gpx,True,21.7,True
טיול מדרגות בחיפה הקלטה  2023-09-10 .gpx,2023-09-10_חיפה.gpx,True,3.1,True
טיול מדרגות בעליה 2.gpx,0000-00-00_חיפה.gpx,True,2.6,True
טיול מדרגות חיפה בירידה.gpx,0000-00-00_חיפה.gpx,True,2.4,True
טיול מדרגות חיפה בעליה.gpx,0000-00-00_חיפה.gpx,True,2.6,True
טיילת דרום הגולן אופניים משפחתי קל 1.gpx,0000-00-00_בני יהודה_תל קציר.gpx,True,14.8,False
טראק מסעות בתבונה 2023-10.gpx,0000-00-00_אלוני הבשן.gpx,True,73.1,True
יגור מעגלי.gpx,0000-00-00_יגור.gpx,True,5.5,True
יגור שביל הדרוזים דרך היערן.gpx,0000-00-00_יגור.gpx,True,6.7,True
יהל 1.gpx,0000-00-00_יהל.gpx,True,16.5,True
יהל יוטבתה 38.gpx,0000-00-00_יהל_יטבתה.gpx,True,38.1,False
יהל.gpx,0000-00-00_יהל.gpx,True,20.6,True
יורדים בנחל שכוי אל נחל עמוד - צפת.gpx,0000-00-00_צפת_כפר שמאי.gpx,True,7.1,True
יחיעם ברגל.gpx,0000-00-00_יחיעם_כליל.gpx,True,5.3,True
יחיעם עליון שיירה עין אשחר סינגל מירב2026-08-19_07-02-59.gpx,2026-08-19_יחיעם_כברי_געתון.gpx,True,26.5,True
יער הדובים השיירה סינגל בני.gpx,0000-00-00_יחיעם_כברי_געתון.gpx,True,22.9,True
יער לביא והר טורעאן.gpx,0000-00-00_אילנייה_מצפה נטופה_רומאנה_טורעאן_גבעת אבני.gpx,True,44.3,True
כברי עבדון יערה ערמאשה שומרה גורן הקטן.gpx,0000-00-00_כברי_יערה_כפר רוזנואלד (זרעית)_אילון_מצובה.gpx,True,50.3,True
כפר הנוקדים ערד כביש.gpx,0000-00-00_ערד.gpx,True,8.2,True
להבות הבשן.gpx,0000-00-00_יפתח_גונן_רמות נפתלי.gpx,True,31.7,True
לוטן יהל לוטן תכנון.gpx,0000-00-00_לוטן_יהל_נווה חריף.gpx,True,46.5,True
לוטן לאליפז.gpx,0000-00-00_לוטן_אליפז.gpx,True,26.8,False
מונה כברי שבי ציון שיירה.gpx,0000-00-00_כברי_שבי ציון_שייח' דנון.gpx,True,38.0,True
מונה סובב מירון חדש.gpx,0000-00-00_ברעם_כפר שמאי_חורפיש.gpx,True,25.5,False
מחצבה לנוה זוהר.gpx,0000-00-00_חצבה_נאות הכיכר_נווה זוהר.gpx,True,55.8,False
ממאגר בנטל לעין זיוון - שביל הגולן מקטע 5 .gpx,0000-00-00_מרום גולן_עין זיוון.gpx,True,10.4,False
ממשית-מצפה-רמון.GPX,0000-00-00_דימונה_שדה בוקר_מצפה רמון.GPX,True,75.7,False
מנגו הללוייה שדה בוקר.gpx,0000-00-00_שדה בוקר_אשלים.gpx,True,16.2,True
מסביב להר שפנים - בית גאן.gpx,0000-00-00_בית ג'ן_שפר_עין אל-אסד.gpx,True,9.4,True
מסביב להררית.gpx,0000-00-00_הררית.gpx,True,6.5,True
מסלול הר יזרח נוה זוהר.gpx,0000-00-00_נווה זוהר.gpx,True,6.3,True
מעגליסביבמקורותהירדןליוםקיץ.gpx,0000-00-00_הגושרים_כפר בלום_דפנה.gpx,True,26.7,True
מעלה מור - לבונה.gpx,0000-00-00_נווה זוהר.gpx,True,5.2,True
מעלות עין זיו.gpx,0000-00-00_מעלות-תרשיחא_אבירים.gpx,True,4.5,False
מצפה-רמון-פארן.GPX,0000-00-00_מצפה רמון_צופר_פארן.GPX,True,83.4,False
מרות-קציון שדה אליעזר.gpx,0000-00-00_שדה אליעזר_עלמה.gpx,True,8.8,True
נחל כזיב.gpx,0000-00-00_עבדון_אבירים_מנות.gpx,True,24.1,True
נחל נמר אדמית.gpx,0000-00-00_יערה_אדמית.gpx,True,8.9,True
נחל עמוד עליון חניון שמורת נחל עמוד.gpx,0000-00-00_דלתון_כפר שמאי.gpx,True,5.1,False
נחל עמוד עליון נחל מירון.gpx,0000-00-00_דלתון_מירון.gpx,True,6.6,False
נחל רחף הלוך וחזור.gpx,0000-00-00_נווה זוהר_ערד.gpx,True,1.6,False
נחל שיח חיפה.gpx,0000-00-00_חיפה.gpx,True,3.5,True
נחל שרך הליכה.gpx,0000-00-00_גורנות הגליל_אדמית_אילון.gpx,True,5.2,False
נקיקי יפתח מצודת כוח קרן נפתלי.gpx,0000-00-00_רמות נפתלי_יפתח.gpx,True,11.3,False
סובב בית הכרם צפון.gpx,0000-00-00_גילון_נחף_פלך.gpx,True,34.7,True
סובב טבעון.gpx,0000-00-00_אלונים_שער העמקים_רמת ישי.gpx,True,30.5,True
סובב כרכום כפר הנשיא.gpx,0000-00-00_כרכום_משמר הירדן_אלמגור.gpx,True,29.1,True
סובב מירון 11-440-.gpx,0000-00-00_ברעם_מירון_צבעון.gpx,True,10.9,True
סינגל אחיהוד התחלה בטל אל.GPX,0000-00-00_טל-אל_גילון_יסעור.GPX,True,20.9,True
סינגל בירייה ודישון.gpx,0000-00-00_איילת השחר_דלתון_סאסא_דישון_שדה אליעזר.gpx,True,44.9,True
סינגל גבעת המורה 1.gpx,0000-00-00_נאעורה_דחי_גבע.gpx,True,28.8,True
סינגל חמרית מפעלי ים המלח.gpx,0000-00-00_נאות הכיכר_נווה זוהר.gpx,True,39.0,False
סינגל חניתה 1.gpx,0000-00-00_שלומי_יערה_מצובה.gpx,True,15.7,True
סינגל חנניה 2026-07-31.gpx,2026-07-31_כפר חנניה.gpx,True,13.2,True
סינגל יחיעם 2.GPX,0000-00-00_עין יעקב_כברי_געתון.GPX,True,27.1,True
סינגל יחיעם המחודש.gpx,0000-00-00_עין יעקב_כברי_געתון.gpx,True,27.3,True
סינגל יחיעם כפר ורדים סמיע.gpx,0000-00-00_שייח' דנון_כליל_כסרא-סמיע_יחיעם_עמקה.gpx,True,40.9,True
סינגל רמים הרי נפתלי.GPX,0000-00-00_כפר גלעדי_מנרה_מרגליות.GPX,True,23.4,True
עין הוד יער עופר שביל ישראל.gpx,0000-00-00_עין הוד_גבע כרמל.gpx,True,8.5,False
עין המפרץ.gpx,0000-00-00_עין המפרץ_צביה_מגדל.gpx,True,64.7,False
עירון ראש העין .GPX,0000-00-00_ברקאי_כפר ויתקין_תל אביב -יפו_פתח תקווה_עינת.GPX,True,104.6,False
ערד מצדה נוה זוהר.gpx,0000-00-00_ערד.gpx,True,37.4,True
ערד שפך זוהר.gpx,0000-00-00_ערד_נווה זוהר.gpx,True,39.6,False
עתידים - פרק אפק מקורות הירקון.gpx,0000-00-00_בני ברק_נווה ירק_גבעת השלושה.gpx,True,17.0,False
פארן-שחרות.GPX,0000-00-00_פארן_יהל_שחרות.GPX,True,92.1,False
צוק הנשרים.gpx,0000-00-00_מעיליא.gpx,True,1.0,True
קטורה.gpx,0000-00-00_לוטן_קטורה.gpx,True,17.2,True
קלעת נמרוד שניר 2025-07-06.gpx,2025-07-06_עין קנייא_שניר.gpx,True,6.3,False
ראש העין בית גוברין.GPX,0000-00-00_עינת_כרמי יוסף_בית גוברין.GPX,True,84.6,False
רכבל הכסאות ירידה רגלית.gpx,0000-00-00_כפר ראש הנקרה.gpx,True,3.6,True
רכס סולם חניתה מצובה רז גורן.gpx,0000-00-00_כפר ראש הנקרה_חניתה_יערה_לימן.gpx,True,42.3,True
רכס רמים ירידה ברכבל.gpx,0000-00-00_מנרה.gpx,True,3.8,True
שביל הגולן.gpx,0000-00-00_מג'דל שמס_קשת_תל קציר.gpx,True,123.5,False
שביל ישראל מקטע 1.gpx,0000-00-00_אילת_מצפה רמון_עין גדי.gpx,True,429.2,False
שביל ישראל צבעון_ח_חממה_מורן_חורפיש.gpx,0000-00-00_צבעון_חורפיש.gpx,True,7.4,False
שביל_ישראל - מקטע 24 - צובה סטף עין כרם.gpx,0000-00-00_צובה_מטע.gpx,True,29.2,False
שביל_ישראל החדש - מקטע 1 - אתר השטח.gpx,0000-00-00_ערד.gpx,True,13.2,True
שויצריה הקטנה.gpx,0000-00-00_בית אורן_נשר.gpx,True,4.9,True
שחרות-אילת.GPX,0000-00-00_שחרות_אליפז_אילת.GPX,True,79.9,False
תבור מעגלי.gpx,0000-00-00_שבלי - אום אל-גנם.gpx,True,5.0,True
תכ_חורבת רקית חניון נחל אורן תחתון.gpx,0000-00-00_בית אורן_עין הוד.gpx,True,4.7,False
תכנון ניר  חניון עיקול חניון עמוד.gpx,0000-00-00_מירון_קדרים.gpx,True,12.1,False
תכנון שביל הפסגה חרבת חממה נחל נריה.gpx,0000-00-00_בר יוחאי_חורפיש.gpx,True,7.8,False
תכנון_בית-חנניה-קיסריה.gpx,0000-00-00_בית חנניה_שדות ים.gpx,True,7.6,False
תל אביב נתניה.gpx,0000-00-00_כפר נטר_נתניה_געש_יקום_אודים.gpx,True,40.5,True
תל ארד ממשית.GPX,0000-00-00_כסיפה_ערד_דימונה.GPX,True,49.9,False
תמנע באר אורה אילת.gpx,0000-00-00_אליפז_אילת.gpx,True,35.7,False
‎⁨האיש שבקיר ומערת המקדש - אתר נָאקֶבּ 1⁩.gpx,0000-00-00_אבירים.gpx,True,4.8,True
