קטגוריה,מזהה א',קובץ א',מזהה ב',קובץ ב',verdict/יחס,הפוך?,הפרש אורך %,מרחק-קצה 1 (מ'),מרחק-קצה 2 (מ'),סטיית-דגימה ממוצעת (מ'),סטיית-דגימה מקס' (מ'),אחוז-מעבר
הכלה,271,2022-12-05_נווה זוהר_ערד.gpx,427,2025-02-13_נווה זוהר_ערד.gpx,מוכל-ב,,,,,49.7,426,0.926
הכלה,271,2022-12-05_נווה זוהר_ערד.gpx,298,2023-03-23_נווה זוהר_ערד.gpx,מוכל-ב,,,,,29.3,151.4,1
הכלה,271,2022-12-05_נווה זוהר_ערד.gpx,297,2023-03-22_נווה זוהר_ערד.gpx,מוכל-ב,,,,,33.3,233,0.989
הכלה,271,2022-12-05_נווה זוהר_ערד.gpx,148,2022-01-18_נווה זוהר_ערד.gpx,מוכל-ב,,,,,35,333.7,0.958
זהה,270,2022-12-03_מנות_הילה_מעיליא.gpx,278,2022-12-17_מנות_מעיליא_הילה.gpx,זהה,FALSE,2.3,8.1,7,16.3,279.7,0.991
זהה,270,2022-12-03_מנות_הילה_מעיליא.gpx,275,2022-12-10_מנות_הילה_כברי.gpx,זהה,FALSE,0.1,11.1,19.4,9.4,22.4,1
הכלה,270,2022-12-03_מנות_הילה_מעיליא.gpx,550,2026-08-08_געתון_כברי_מנות.gpx,מוכל-ב,,,,,94.7,1303.6,0.903
הכלה,270,2022-12-03_מנות_הילה_מעיליא.gpx,543,2026-07-19_עין יעקב_מנות_עבדון.gpx,מוכל-ב,,,,,37.1,409.9,0.965
הכלה,270,2022-12-03_מנות_הילה_מעיליא.gpx,216,2022-06-24_מנות_מעיליא_כברי.gpx,מוכל-ב,,,,,20.4,218.2,1
הכלה,270,2022-12-03_מנות_הילה_מעיליא.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,מוכל-ב,,,,,102.4,1304.3,0.903
הכלה,270,2022-12-03_מנות_הילה_מעיליא.gpx,80,2015-12-03_מנות_מעונה_הילה.gpx,מוכל-ב,,,,,50,800.8,0.938
הכלה,270,2022-12-03_מנות_הילה_מעיליא.gpx,224,2022-07-08_מנות_געתון_הילה.gpx,מוכל-ב,,,,,19.2,219.8,1
הכלה,270,2022-12-03_מנות_הילה_מעיליא.gpx,209,2022-06-11_מנות_מעיליא_כברי.gpx,מוכל-ב,,,,,8.8,24.2,1
זהה,269,2022-11-30_כברי_לימן_גשר הזיו.gpx,411,2024-12-25_כברי_כפר ראש הנקרה_לימן.gpx,זהה,TRUE,1.2,7.8,4.1,46.8,759.8,0.963
זהה,269,2022-11-30_כברי_לימן_גשר הזיו.gpx,410,2024-12-20_כברי_כפר ראש הנקרה_לימן.gpx,זהה,TRUE,0.7,9.8,6.2,48.8,553.4,0.963
חשוד,269,2022-11-30_כברי_לימן_גשר הזיו.gpx,465,2026-01-10_כברי_לימן_גשר הזיו.gpx,חשוד - לבדיקה ידנית,TRUE,3.2,4,5.3,41,766.4,0.956
חשוד,269,2022-11-30_כברי_לימן_גשר הזיו.gpx,409,2024-12-17_כברי_כפר ראש הנקרה_לימן.gpx,חשוד - לבדיקה ידנית,TRUE,3.8,8.4,9,44.4,766.1,0.963
חשוד,269,2022-11-30_כברי_לימן_גשר הזיו.gpx,481,2026-02-27_כברי_גשר הזיו_לימן.gpx,חשוד - לבדיקה ידנית,TRUE,0.5,113.2,114.8,201.3,1676.2,0.776
חשוד,269,2022-11-30_כברי_לימן_גשר הזיו.gpx,471,2026-01-30_כברי_לימן_גשר הזיו.gpx,חשוד - לבדיקה ידנית,TRUE,0.7,11.9,8.9,191.9,1686.2,0.799
זהה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,276,2022-12-12_געתון_יחיעם_עין יעקב.gpx,זהה,TRUE,0.7,9.1,61.6,9.4,23.1,1
חשוד,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,356,2024-02-25_געתון_עין יעקב.gpx,חשוד - לבדיקה ידנית,TRUE,0.7,21.1,22.9,388.3,2069.7,0.618
חשוד,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,363,2024-03-29_געתון_עין יעקב.gpx,חשוד - לבדיקה ידנית,TRUE,0.4,12.7,50.3,126.1,553.2,0.711
חשוד,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,291,2023-02-17_געתון_יחיעם_עין יעקב.gpx,חשוד - לבדיקה ידנית,FALSE,3.5,3.5,8.6,11.3,23.4,1
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,279,2022-12-21_געתון_יחיעם.gpx,מוכל-ב,,,,,28.1,362.1,0.921
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,197,2022-05-20_געתון_כברי_לימן.gpx,מוכל-ב,,,,,38,376.9,0.908
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,16,100.7,1
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,מוכל-ב,,,,,46.8,182.3,0.934
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,12.3,98.9,1
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,293,2023-02-20_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,29.4,374.5,0.921
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,12.1,106,1
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,201,2022-05-29_געתון_כברי_לימן.gpx,מוכל-ב,,,,,20.1,159.5,0.987
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,37.7,374.2,0.908
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,40.1,162.8,0.974
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,15.5,103.3,1
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,200,2022-05-27_געתון_כברי_לימן.gpx,מוכל-ב,,,,,16.2,157.4,0.987
הכלה,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,483,2026-03-05_געתון_כברי.gpx,מוכל-ב,,,,,41.2,366,0.908
הכלה,266,2022-11-19_מעיליא_געתון_מעונה.gpx,25,2013-07-10_עין יעקב_מעונה_געתון.gpx,מוכל-ב,,,,,25.5,217.9,0.972
הכלה,266,2022-11-19_מעיליא_געתון_מעונה.gpx,72,2013-10-02_געתון_עין יעקב_מעיליא.gpx,מוכל-ב,,,,,44.6,511.9,0.931
הכלה,266,2022-11-19_מעיליא_געתון_מעונה.gpx,35,2013-07-30_מעונה_עין יעקב_געתון.gpx,מוכל-ב,,,,,23.2,218.8,0.972
הכלה,266,2022-11-19_מעיליא_געתון_מעונה.gpx,67,2013-09-25_געתון_עין יעקב_מעיליא.gpx,מוכל-ב,,,,,46.9,505.1,0.931
הכלה,266,2022-11-19_מעיליא_געתון_מעונה.gpx,74,2013-10-06_מעונה_עין יעקב_געתון.gpx,מוכל-ב,,,,,20.3,216.9,0.972
הכלה,266,2022-11-19_מעיליא_געתון_מעונה.gpx,56,2013-09-07_געתון_מעונה_גשר הזיו.gpx,מוכל-ב,,,,,24.7,220.4,0.972
הכלה,266,2022-11-19_מעיליא_געתון_מעונה.gpx,43,2013-08-14_געתון_מעונה_עין יעקב.gpx,מוכל-ב,,,,,18.4,216.3,0.972
הכלה,266,2022-11-19_מעיליא_געתון_מעונה.gpx,24,2013-07-08_עין יעקב_מעונה_געתון.gpx,מוכל-ב,,,,,17,219.7,0.972
חשוד,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,482,2026-02-28_געתון_כברי.gpx,חשוד - לבדיקה ידנית,TRUE,2.6,10,8.6,272.4,796.8,0.512
חשוד,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,626,יער הדובים השיירה סינגל בני.gpx,חשוד - לבדיקה ידנית,FALSE,4.4,6.8,49.3,299.6,1114.1,0.578
הכלה,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,11.5,24.9,1
הכלה,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,35.8,351.8,0.983
הכלה,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,10.3,25.1,1
הכלה,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,13,25.2,1
הכלה,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,28.3,414.4,0.967
זהה,264,2022-11-17_געתון_יחיעם.gpx,291,2023-02-17_געתון_יחיעם_עין יעקב.gpx,זהה,TRUE,1.4,7.5,7.3,13.8,239.8,0.986
חשוד,264,2022-11-17_געתון_יחיעם.gpx,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,חשוד - לבדיקה ידנית,TRUE,4.8,1.3,6.4,16.8,248,0.986
חשוד,264,2022-11-17_געתון_יחיעם.gpx,356,2024-02-25_געתון_עין יעקב.gpx,חשוד - לבדיקה ידנית,FALSE,4.2,21.7,18.5,131.6,614.9,0.658
חשוד,264,2022-11-17_געתון_יחיעם.gpx,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,חשוד - לבדיקה ידנית,TRUE,2.9,1.3,1.5,180,787.6,0.589
הכלה,264,2022-11-17_געתון_יחיעם.gpx,483,2026-03-05_געתון_כברי.gpx,מוכל-ב,,,,,35.9,355.6,0.904
הכלה,264,2022-11-17_געתון_יחיעם.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,17.2,245.2,0.973
הכלה,264,2022-11-17_געתון_יחיעם.gpx,279,2022-12-21_געתון_יחיעם.gpx,מוכל-ב,,,,,23.3,351.7,0.945
הכלה,264,2022-11-17_געתון_יחיעם.gpx,201,2022-05-29_געתון_כברי_לימן.gpx,מוכל-ב,,,,,22.7,244.1,0.945
הכלה,264,2022-11-17_געתון_יחיעם.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,45.2,241,0.918
הכלה,264,2022-11-17_געתון_יחיעם.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,18.2,245.3,0.973
הכלה,264,2022-11-17_געתון_יחיעם.gpx,293,2023-02-20_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,24.5,364.2,0.945
הכלה,264,2022-11-17_געתון_יחיעם.gpx,200,2022-05-27_געתון_כברי_לימן.gpx,מוכל-ב,,,,,20,245.9,0.959
הכלה,264,2022-11-17_געתון_יחיעם.gpx,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,16.5,247.1,0.973
הכלה,264,2022-11-17_געתון_יחיעם.gpx,197,2022-05-20_געתון_כברי_לימן.gpx,מוכל-ב,,,,,33.6,366.5,0.904
הכלה,264,2022-11-17_געתון_יחיעם.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,17.7,243.1,0.973
הכלה,264,2022-11-17_געתון_יחיעם.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,33.2,363.9,0.932
חשוד,263,2022-11-11_געתון_יחיעם.gpx,405,2024-10-19_געתון_עין יעקב_יחיעם.gpx,חשוד - לבדיקה ידנית,TRUE,3,4.1,102.4,211.2,518.3,0.416
חשוד,263,2022-11-11_געתון_יחיעם.gpx,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,חשוד - לבדיקה ידנית,TRUE,4,5.4,9.1,62.6,406.2,0.855
חשוד,263,2022-11-11_געתון_יחיעם.gpx,276,2022-12-12_געתון_יחיעם_עין יעקב.gpx,חשוד - לבדיקה ידנית,TRUE,3.3,5,54,82.1,638.7,0.844
חשוד,263,2022-11-11_געתון_יחיעם.gpx,356,2024-02-25_געתון_עין יעקב.gpx,חשוד - לבדיקה ידנית,TRUE,4.6,12.8,14.3,154.4,1207,0.763
חשוד,263,2022-11-11_געתון_יחיעם.gpx,363,2024-03-29_געתון_עין יעקב.gpx,חשוד - לבדיקה ידנית,TRUE,3.7,1.2,44.2,152,1239.8,0.766
הכלה,263,2022-11-11_געתון_יחיעם.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,39.5,204.7,0.924
הכלה,263,2022-11-11_געתון_יחיעם.gpx,257,2022-10-26_געתון_יחיעם.gpx,מוכל-ב,,,,,31.9,233,0.937
הכלה,263,2022-11-11_געתון_יחיעם.gpx,256,2022-10-24_געתון_יחיעם.gpx,מוכל-ב,,,,,29.3,234.1,0.937
הכלה,263,2022-11-11_געתון_יחיעם.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,20.2,202,0.975
הכלה,263,2022-11-11_געתון_יחיעם.gpx,262,2022-11-09_געתון_יחיעם.gpx,מוכל-ב,,,,,29.6,229.5,0.937
הכלה,263,2022-11-11_געתון_יחיעם.gpx,197,2022-05-20_געתון_כברי_לימן.gpx,מוכל-ב,,,,,29.9,199.9,0.949
הכלה,263,2022-11-11_געתון_יחיעם.gpx,200,2022-05-27_געתון_כברי_לימן.gpx,מוכל-ב,,,,,27.6,194.6,0.962
הכלה,263,2022-11-11_געתון_יחיעם.gpx,255,2022-10-23_געתון_יחיעם.gpx,מוכל-ב,,,,,34.2,234.1,0.937
הכלה,263,2022-11-11_געתון_יחיעם.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,22.9,201.2,0.975
הכלה,263,2022-11-11_געתון_יחיעם.gpx,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,18.1,204.9,0.975
הכלה,263,2022-11-11_געתון_יחיעם.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,15.6,200.3,0.987
הכלה,263,2022-11-11_געתון_יחיעם.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,17.1,198.6,0.975
הכלה,263,2022-11-11_געתון_יחיעם.gpx,483,2026-03-05_געתון_כברי.gpx,מוכל-ב,,,,,30,198.4,0.962
הכלה,263,2022-11-11_געתון_יחיעם.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,19.6,202.1,0.975
הכלה,263,2022-11-11_געתון_יחיעם.gpx,201,2022-05-29_געתון_כברי_לימן.gpx,מוכל-ב,,,,,26.7,198.3,0.949
הכלה,263,2022-11-11_געתון_יחיעם.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,35.7,227.1,0.911
הכלה,263,2022-11-11_געתון_יחיעם.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,מוכל-ב,,,,,49.2,202,0.911
חשוד,262,2022-11-09_געתון_יחיעם.gpx,483,2026-03-05_געתון_כברי.gpx,חשוד - לבדיקה ידנית,FALSE,1,791.7,10.5,125.6,705.7,0.75
הכלה,262,2022-11-09_געתון_יחיעם.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,11.2,120,1
הכלה,262,2022-11-09_געתון_יחיעם.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,26.7,242.5,0.978
הכלה,262,2022-11-09_געתון_יחיעם.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,מוכל-ב,,,,,25.1,197.1,0.989
הכלה,262,2022-11-09_געתון_יחיעם.gpx,256,2022-10-24_געתון_יחיעם.gpx,מוכל-ב,,,,,7.2,17,1
הכלה,262,2022-11-09_געתון_יחיעם.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,13.1,121.8,1
הכלה,262,2022-11-09_געתון_יחיעם.gpx,257,2022-10-26_געתון_יחיעם.gpx,מוכל-ב,,,,,6.8,20,1
הכלה,262,2022-11-09_געתון_יחיעם.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,22.2,192.1,0.989
הכלה,262,2022-11-09_געתון_יחיעם.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,16.8,119,1
הכלה,262,2022-11-09_געתון_יחיעם.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,8.4,122,1
הכלה,262,2022-11-09_געתון_יחיעם.gpx,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,11.8,119.5,1
הכלה,262,2022-11-09_געתון_יחיעם.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,10.7,21.2,1
חשוד,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,341,2023-11-20_געתון_עין יעקב.gpx,חשוד - לבדיקה ידנית,TRUE,3.9,8.1,356.9,200.8,801.9,0.644
חשוד,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,344,2023-12-19_געתון_עין יעקב_יחיעם_1.gpx,חשוד - לבדיקה ידנית,TRUE,2.6,10.4,41.6,194,801,0.661
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,11.9,130.8,0.983
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,8.9,34.6,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,257,2022-10-26_געתון_יחיעם.gpx,מוכל-ב,,,,,7.1,20,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,8.9,22.1,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,256,2022-10-24_געתון_יחיעם.gpx,מוכל-ב,,,,,8.5,21.9,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,16.1,133.5,0.983
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,195,2022-05-18_געתון_יחיעם.gpx,מוכל-ב,,,,,22.9,174,0.932
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,215,2022-06-21_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,22.6,172.4,0.932
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,276,2022-12-12_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,12,25.6,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,255,2022-10-23_געתון_יחיעם.gpx,מוכל-ב,,,,,8,22.8,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,483,2026-03-05_געתון_כברי.gpx,מוכל-ב,,,,,29.3,164.6,0.932
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,291,2023-02-17_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,10.6,23.2,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,199,2022-05-26_געתון_יחיעם.gpx,מוכל-ב,,,,,23.3,172,0.949
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,197,2022-05-20_געתון_כברי_לימן.gpx,מוכל-ב,,,,,24.6,168.8,0.932
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,200,2022-05-27_געתון_כברי_לימן.gpx,מוכל-ב,,,,,23.6,168.1,0.949
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,279,2022-12-21_געתון_יחיעם.gpx,מוכל-ב,,,,,5,20.2,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,237,2022-08-10_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,12.3,25.2,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,16,130.4,0.983
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,263,2022-11-11_געתון_יחיעם.gpx,מוכל-ב,,,,,13.4,66.9,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,16.4,134.1,0.983
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,מוכל-ב,,,,,33.1,169.8,0.932
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,292,2023-02-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,10.5,24.4,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,293,2023-02-20_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,8,22.9,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,28.2,173,0.932
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,192,2022-05-12_געתון_יחיעם.gpx,מוכל-ב,,,,,22.5,170.7,0.949
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,212,2022-06-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,21.9,174.2,0.932
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,262,2022-11-09_געתון_יחיעם.gpx,מוכל-ב,,,,,12.8,28.5,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,13.2,130.5,0.983
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,264,2022-11-17_געתון_יחיעם.gpx,מוכל-ב,,,,,14.6,70.8,1
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,208,2022-06-09_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,22.9,173.4,0.932
הכלה,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,201,2022-05-29_געתון_כברי_לימן.gpx,מוכל-ב,,,,,26.7,170.1,0.932
זהה,259,2022-10-29_געתון_מעיליא_מעונה.gpx,266,2022-11-19_מעיליא_געתון_מעונה.gpx,זהה,FALSE,0.8,19.1,12.6,6.7,65.4,1
חשוד,259,2022-10-29_געתון_מעיליא_מעונה.gpx,260,2022-11-04_מעיליא_געתון_מעונה.gpx,חשוד - לבדיקה ידנית,FALSE,4.7,15.4,38,18.8,348.1,0.958
הכלה,259,2022-10-29_געתון_מעיליא_מעונה.gpx,43,2013-08-14_געתון_מעונה_עין יעקב.gpx,מוכל-ב,,,,,25,312.5,0.958
הכלה,259,2022-10-29_געתון_מעיליא_מעונה.gpx,24,2013-07-08_עין יעקב_מעונה_געתון.gpx,מוכל-ב,,,,,18.9,314.1,0.958
הכלה,259,2022-10-29_געתון_מעיליא_מעונה.gpx,25,2013-07-10_עין יעקב_מעונה_געתון.gpx,מוכל-ב,,,,,30,313,0.958
הכלה,259,2022-10-29_געתון_מעיליא_מעונה.gpx,72,2013-10-02_געתון_עין יעקב_מעיליא.gpx,מוכל-ב,,,,,54.2,582.2,0.917
הכלה,259,2022-10-29_געתון_מעיליא_מעונה.gpx,35,2013-07-30_מעונה_עין יעקב_געתון.gpx,מוכל-ב,,,,,30.9,315.2,0.958
הכלה,259,2022-10-29_געתון_מעיליא_מעונה.gpx,67,2013-09-25_געתון_עין יעקב_מעיליא.gpx,מוכל-ב,,,,,55.5,583.4,0.917
הכלה,259,2022-10-29_געתון_מעיליא_מעונה.gpx,74,2013-10-06_מעונה_עין יעקב_געתון.gpx,מוכל-ב,,,,,23,312.8,0.958
הכלה,259,2022-10-29_געתון_מעיליא_מעונה.gpx,56,2013-09-07_געתון_מעונה_גשר הזיו.gpx,מוכל-ב,,,,,31.9,315.8,0.958
זהה,257,2022-10-26_געתון_יחיעם.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,זהה,FALSE,1.9,2.9,1.3,27.3,254.5,0.961
חשוד,257,2022-10-26_געתון_יחיעם.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,חשוד - לבדיקה ידנית,FALSE,0,21.9,8.5,275.3,1052,0.571
חשוד,257,2022-10-26_געתון_יחיעם.gpx,513,2026-05-30_געתון_עין יעקב_מעיליא.gpx,חשוד - לבדיקה ידנית,TRUE,4.1,7.1,8.8,502.3,2544.4,0.505
זהה,256,2022-10-24_געתון_יחיעם.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,זהה,FALSE,1.7,2.8,2.7,31.6,252.3,0.961
זהה,256,2022-10-24_געתון_יחיעם.gpx,257,2022-10-26_געתון_יחיעם.gpx,זהה,FALSE,0.2,1.3,1.9,9.2,18.1,1
חשוד,256,2022-10-24_געתון_יחיעם.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,חשוד - לבדיקה ידנית,FALSE,0.2,21.1,9.5,98.3,813.9,0.886
חשוד,256,2022-10-24_געתון_יחיעם.gpx,513,2026-05-30_געתון_עין יעקב_מעיליא.gpx,חשוד - לבדיקה ידנית,TRUE,4.3,8.4,10.1,501.8,2513.3,0.524
זהה,255,2022-10-23_געתון_יחיעם.gpx,262,2022-11-09_געתון_יחיעם.gpx,זהה,FALSE,2.5,3.6,4.9,11.6,19.9,1
חשוד,255,2022-10-23_געתון_יחיעם.gpx,483,2026-03-05_געתון_כברי.gpx,חשוד - לבדיקה ידנית,FALSE,3.4,794,11,126.4,702.2,0.761
חשוד,255,2022-10-23_געתון_יחיעם.gpx,279,2022-12-21_געתון_יחיעם.gpx,חשוד - לבדיקה ידנית,FALSE,4.3,2.6,6,440.4,2532.9,0.692
חשוד,255,2022-10-23_געתון_יחיעם.gpx,293,2023-02-20_געתון_יחיעם_עין יעקב.gpx,חשוד - לבדיקה ידנית,TRUE,4,9.9,10.5,441.2,2529.6,0.692
הכלה,255,2022-10-23_געתון_יחיעם.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,16,91.2,1
הכלה,255,2022-10-23_געתון_יחיעם.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,14.1,95.8,1
הכלה,255,2022-10-23_געתון_יחיעם.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,מוכל-ב,,,,,26.9,184.8,0.989
הכלה,255,2022-10-23_געתון_יחיעם.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,27.3,242.7,0.978
הכלה,255,2022-10-23_געתון_יחיעם.gpx,256,2022-10-24_געתון_יחיעם.gpx,מוכל-ב,,,,,9.5,34,1
הכלה,255,2022-10-23_געתון_יחיעם.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,24.5,185.7,0.989
הכלה,255,2022-10-23_געתון_יחיעם.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,15.5,93.3,1
